plotid,sampleid,sample_internal_id,lon,lat,email,flagged,collection_time,analysis_duration,imagery_title,imagery_attributions,sample_geom,confidence,confidence_comment,Land cover elements
100,14295,804477639,-97.7778076036631,30.634840409839526,jbspiritous@gmail.com,false,2026-02-25 21:19,1506.3 secs,CEO: Mapbox Satellite w/ Labels,,POINT(-97.7778076036631 30.634840409839526),50,,Built-up
100,14296,804477640,-97.7778076036631,30.634930241034567,jbspiritous@gmail.com,false,2026-02-25 21:19,1506.3 secs,CEO: Mapbox Satellite w/ Labels,,POINT(-97.7778076036631 30.634930241034567),50,,Built-up
100,14297,804477641,-97.77770320122103,30.634121757276347,jbspiritous@gmail.com,false,2026-02-25 21:19,1506.3 secs,CEO: Mapbox Satellite w/ Labels,,POINT(-97.77770320122103 30.634121757276347),50,,Trees
100,14298,804477642,-97.77770320122103,30.634211589138687,jbspiritous@gmail.com,false,2026-02-25 21:19,1506.3 secs,CEO: Mapbox Satellite w/ Labels,,POINT(-97.77770320122103 30.634211589138687),50,,Grasses
100,14299,804477643,-97.77770320122103,30.634301420917595,jbspiritous@gmail.com,false,2026-02-25 21:19,1506.3 secs,CEO: Mapbox Satellite w/ Labels,,POINT(-97.77770320122103 30.634301420917595),50,,Built-up
100,14300,804477644,-97.77770320122103,30.6343912526131,jbspiritous@gmail.com,false,2026-02-25 21:19,1506.3 secs,CEO: Mapbox Satellite w/ Labels,,POINT(-97.77770320122103 30.6343912526131),50,,Built-up
100,14301,804477645,-97.77770320122103,30.63448108422523,jbspiritous@gmail.com,false,2026-02-25 21:19,1506.3 secs,CEO: Mapbox Satellite w/ Labels,,POINT(-97.77770320122103 30.63448108422523),50,,Built-up
100,14302,804477646,-97.77770320122103,30.634570915753898,jbspiritous@gmail.com,false,2026-02-25 21:19,1506.3 secs,CEO: Mapbox Satellite w/ Labels,,POINT(-97.77770320122103 30.634570915753898),50,,Built-up
100,14303,804477647,-97.77770320122103,30.63466074719919,jbspiritous@gmail.com,false,2026-02-25 21:19,1506.3 secs,CEO: Mapbox Satellite w/ Labels,,POINT(-97.77770320122103 30.63466074719919),50,,Built-up
100,14304,804477648,-97.77770320122103,30.634750578561068,jbspiritous@gmail.com,false,2026-02-25 21:19,1506.3 secs,CEO: Mapbox Satellite w/ Labels,,POINT(-97.77770320122103 30.634750578561068),50,,Built-up
100,14305,804477649,-97.77770320122103,30.634840409839526,jbspiritous@gmail.com,false,2026-02-25 21:19,1506.3 secs,CEO: Mapbox Satellite w/ Labels,,POINT(-97.77770320122103 30.634840409839526),50,,Built-up
100,14306,804477650,-97.77770320122103,30.634930241034567,jbspiritous@gmail.com,false,2026-02-25 21:19,1506.3 secs,CEO: Mapbox Satellite w/ Labels,,POINT(-97.77770320122103 30.634930241034567),50,,Grasses
100,14307,804477651,-97.77759879877895,30.634121757276347,jbspiritous@gmail.com,false,2026-02-25 21:19,1506.3 secs,CEO: Mapbox Satellite w/ Labels,,POINT(-97.77759879877895 30.634121757276347),50,,Trees
100,14308,804477652,-97.77759879877895,30.634211589138687,jbspiritous@gmail.com,false,2026-02-25 21:19,1506.3 secs,CEO: Mapbox Satellite w/ Labels,,POINT(-97.77759879877895 30.634211589138687),50,,Grasses
100,14309,804477653,-97.77759879877895,30.634301420917595,jbspiritous@gmail.com,false,2026-02-25 21:19,1506.3 secs,CEO: Mapbox Satellite w/ Labels,,POINT(-97.77759879877895 30.634301420917595),50,,Built-up
100,14310,804477654,-97.77759879877895,30.6343912526131,jbspiritous@gmail.com,false,2026-02-25 21:19,1506.3 secs,CEO: Mapbox Satellite w/ Labels,,POINT(-97.77759879877895 30.6343912526131),50,,Built-up
100,14311,804477655,-97.77759879877895,30.63448108422523,jbspiritous@gmail.com,false,2026-02-25 21:19,1506.3 secs,CEO: Mapbox Satellite w/ Labels,,POINT(-97.77759879877895 30.63448108422523),50,,Grasses
100,14312,804477656,-97.77759879877895,30.634570915753898,jbspiritous@gmail.com,false,2026-02-25 21:19,1506.3 secs,CEO: Mapbox Satellite w/ Labels,,POINT(-97.77759879877895 30.634570915753898),50,,Grasses
100,14313,804477657,-97.77759879877895,30.63466074719919,jbspiritous@gmail.com,false,2026-02-25 21:19,1506.3 secs,CEO: Mapbox Satellite w/ Labels,,POINT(-97.77759879877895 30.63466074719919),50,,Grasses
100,14314,804477658,-97.77759879877895,30.634750578561068,jbspiritous@gmail.com,false,2026-02-25 21:19,1506.3 secs,CEO: Mapbox Satellite w/ Labels,,POINT(-97.77759879877895 30.634750578561068),50,,Grasses
100,14315,804477659,-97.77759879877895,30.634840409839526,jbspiritous@gmail.com,false,2026-02-25 21:19,1506.3 secs,CEO: Mapbox Satellite w/ Labels,,POINT(-97.77759879877895 30.634840409839526),50,,Grasses
100,14316,804477660,-97.77759879877895,30.634930241034567,jbspiritous@gmail.com,false,2026-02-25 21:19,1506.3 secs,CEO: Mapbox Satellite w/ Labels,,POINT(-97.77759879877895 30.634930241034567),50,,Built-up
100,14317,804477661,-97.77749439633689,30.634121757276347,jbspiritous@gmail.com,false,2026-02-25 21:19,1506.3 secs,CEO: Mapbox Satellite w/ Labels,,POINT(-97.77749439633689 30.634121757276347),50,,Built-up
100,14318,804477662,-97.77749439633689,30.634211589138687,jbspiritous@gmail.com,false,2026-02-25 21:19,1506.3 secs,CEO: Mapbox Satellite w/ Labels,,POINT(-97.77749439633689 30.634211589138687),50,,Built-up
100,14319,804477663,-97.77749439633689,30.634301420917595,jbspiritous@gmail.com,false,2026-02-25 21:19,1506.3 secs,CEO: Mapbox Satellite w/ Labels,,POINT(-97.77749439633689 30.634301420917595),50,,Built-up
100,14320,804477664,-97.77749439633689,30.6343912526131,jbspiritous@gmail.com,false,2026-02-25 21:19,1506.3 secs,CEO: Mapbox Satellite w/ Labels,,POINT(-97.77749439633689 30.6343912526131),50,,Built-up
100,14321,804477665,-97.77749439633689,30.63448108422523,jbspiritous@gmail.com,false,2026-02-25 21:19,1506.3 secs,CEO: Mapbox Satellite w/ Labels,,POINT(-97.77749439633689 30.63448108422523),50,,Grasses
100,14322,804477666,-97.77749439633689,30.634570915753898,jbspiritous@gmail.com,false,2026-02-25 21:19,1506.3 secs,CEO: Mapbox Satellite w/ Labels,,POINT(-97.77749439633689 30.634570915753898),50,,Trees
100,14323,804477667,-97.77749439633689,30.63466074719919,jbspiritous@gmail.com,false,2026-02-25 21:19,1506.3 secs,CEO: Mapbox Satellite w/ Labels,,POINT(-97.77749439633689 30.63466074719919),50,,Trees
100,14324,804477668,-97.77749439633689,30.634750578561068,jbspiritous@gmail.com,false,2026-02-25 21:19,1506.3 secs,CEO: Mapbox Satellite w/ Labels,,POINT(-97.77749439633689 30.634750578561068),50,,Grasses
100,14325,804477669,-97.77749439633689,30.634840409839526,jbspiritous@gmail.com,false,2026-02-25 21:19,1506.3 secs,CEO: Mapbox Satellite w/ Labels,,POINT(-97.77749439633689 30.634840409839526),50,,Grasses
100,14326,804477670,-97.77749439633689,30.634930241034567,jbspiritous@gmail.com,false,2026-02-25 21:19,1506.3 secs,CEO: Mapbox Satellite w/ Labels,,POINT(-97.77749439633689 30.634930241034567),50,,Trees
100,14327,804477671,-97.77738999389483,30.634121757276347,jbspiritous@gmail.com,false,2026-02-25 21:19,1506.3 secs,CEO: Mapbox Satellite w/ Labels,,POINT(-97.77738999389483 30.634121757276347),50,,Trees
100,14328,804477672,-97.77738999389483,30.634211589138687,jbspiritous@gmail.com,false,2026-02-25 21:19,1506.3 secs,CEO: Mapbox Satellite w/ Labels,,POINT(-97.77738999389483 30.634211589138687),50,,Built-up
100,14329,804477673,-97.77738999389483,30.634301420917595,jbspiritous@gmail.com,false,2026-02-25 21:19,1506.3 secs,CEO: Mapbox Satellite w/ Labels,,POINT(-97.77738999389483 30.634301420917595),50,,Built-up
100,14330,804477674,-97.77738999389483,30.6343912526131,jbspiritous@gmail.com,false,2026-02-25 21:19,1506.3 secs,CEO: Mapbox Satellite w/ Labels,,POINT(-97.77738999389483 30.6343912526131),50,,Built-up
100,14331,804477675,-97.77738999389483,30.63448108422523,jbspiritous@gmail.com,false,2026-02-25 21:19,1506.3 secs,CEO: Mapbox Satellite w/ Labels,,POINT(-97.77738999389483 30.63448108422523),50,,Grasses
100,14332,804477676,-97.77738999389483,30.634570915753898,jbspiritous@gmail.com,false,2026-02-25 21:19,1506.3 secs,CEO: Mapbox Satellite w/ Labels,,POINT(-97.77738999389483 30.634570915753898),50,,Trees
100,14333,804477677,-97.77738999389483,30.63466074719919,jbspiritous@gmail.com,false,2026-02-25 21:19,1506.3 secs,CEO: Mapbox Satellite w/ Labels,,POINT(-97.77738999389483 30.63466074719919),50,,Trees
100,14334,804477678,-97.77738999389483,30.634750578561068,jbspiritous@gmail.com,false,2026-02-25 21:19,1506.3 secs,CEO: Mapbox Satellite w/ Labels,,POINT(-97.77738999389483 30.634750578561068),50,,Grasses
100,14335,804477679,-97.77738999389483,30.634840409839526,jbspiritous@gmail.com,false,2026-02-25 21:19,1506.3 secs,CEO: Mapbox Satellite w/ Labels,,POINT(-97.77738999389483 30.634840409839526),50,,Grasses
100,14336,804477680,-97.77738999389483,30.634930241034567,jbspiritous@gmail.com,false,2026-02-25 21:19,1506.3 secs,CEO: Mapbox Satellite w/ Labels,,POINT(-97.77738999389483 30.634930241034567),50,,Grasses
100,14337,804477681,-97.77728559145275,30.634121757276347,jbspiritous@gmail.com,false,2026-02-25 21:19,1506.3 secs,CEO: Mapbox Satellite w/ Labels,,POINT(-97.77728559145275 30.634121757276347),50,,Grasses
100,14338,804477682,-97.77728559145275,30.634211589138687,jbspiritous@gmail.com,false,2026-02-25 21:19,1506.3 secs,CEO: Mapbox Satellite w/ Labels,,POINT(-97.77728559145275 30.634211589138687),50,,Built-up
100,14339,804477683,-97.77728559145275,30.634301420917595,jbspiritous@gmail.com,false,2026-02-25 21:19,1506.3 secs,CEO: Mapbox Satellite w/ Labels,,POINT(-97.77728559145275 30.634301420917595),50,,Built-up
100,14340,804477684,-97.77728559145275,30.6343912526131,jbspiritous@gmail.com,false,2026-02-25 21:19,1506.3 secs,CEO: Mapbox Satellite w/ Labels,,POINT(-97.77728559145275 30.6343912526131),50,,Built-up
100,14341,804477685,-97.77728559145275,30.63448108422523,jbspiritous@gmail.com,false,2026-02-25 21:19,1506.3 secs,CEO: Mapbox Satellite w/ Labels,,POINT(-97.77728559145275 30.63448108422523),50,,Grasses
100,14342,804477686,-97.77728559145275,30.634570915753898,jbspiritous@gmail.com,false,2026-02-25 21:19,1506.3 secs,CEO: Mapbox Satellite w/ Labels,,POINT(-97.77728559145275 30.634570915753898),50,,Trees
100,14343,804477687,-97.77728559145275,30.63466074719919,jbspiritous@gmail.com,false,2026-02-25 21:19,1506.3 secs,CEO: Mapbox Satellite w/ Labels,,POINT(-97.77728559145275 30.63466074719919),50,,Trees
100,14344,804477688,-97.77728559145275,30.634750578561068,jbspiritous@gmail.com,false,2026-02-25 21:19,1506.3 secs,CEO: Mapbox Satellite w/ Labels,,POINT(-97.77728559145275 30.634750578561068),50,,Trees
100,14345,804477689,-97.77728559145275,30.634840409839526,jbspiritous@gmail.com,false,2026-02-25 21:19,1506.3 secs,CEO: Mapbox Satellite w/ Labels,,POINT(-97.77728559145275 30.634840409839526),50,,Grasses
100,14346,804477690,-97.77728559145275,30.634930241034567,jbspiritous@gmail.com,false,2026-02-25 21:19,1506.3 secs,CEO: Mapbox Satellite w/ Labels,,POINT(-97.77728559145275 30.634930241034567),50,,Shrubs
100,14347,804477691,-97.77718118901069,30.634121757276347,jbspiritous@gmail.com,false,2026-02-25 21:19,1506.3 secs,CEO: Mapbox Satellite w/ Labels,,POINT(-97.77718118901069 30.634121757276347),50,,Trees
100,14348,804477692,-97.77718118901069,30.634211589138687,jbspiritous@gmail.com,false,2026-02-25 21:19,1506.3 secs,CEO: Mapbox Satellite w/ Labels,,POINT(-97.77718118901069 30.634211589138687),50,,Built-up
100,14349,804477693,-97.77718118901069,30.634301420917595,jbspiritous@gmail.com,false,2026-02-25 21:19,1506.3 secs,CEO: Mapbox Satellite w/ Labels,,POINT(-97.77718118901069 30.634301420917595),50,,Built-up
100,14350,804477694,-97.77718118901069,30.6343912526131,jbspiritous@gmail.com,false,2026-02-25 21:19,1506.3 secs,CEO: Mapbox Satellite w/ Labels,,POINT(-97.77718118901069 30.6343912526131),50,,Built-up
100,14351,804477695,-97.77718118901069,30.63448108422523,jbspiritous@gmail.com,false,2026-02-25 21:19,1506.3 secs,CEO: Mapbox Satellite w/ Labels,,POINT(-97.77718118901069 30.63448108422523),50,,Trees
100,14352,804477696,-97.77718118901069,30.634570915753898,jbspiritous@gmail.com,false,2026-02-25 21:19,1506.3 secs,CEO: Mapbox Satellite w/ Labels,,POINT(-97.77718118901069 30.634570915753898),50,,Grasses
100,14353,804477697,-97.77718118901069,30.63466074719919,jbspiritous@gmail.com,false,2026-02-25 21:19,1506.3 secs,CEO: Mapbox Satellite w/ Labels,,POINT(-97.77718118901069 30.63466074719919),50,,Trees
100,14354,804477698,-97.77718118901069,30.634750578561068,jbspiritous@gmail.com,false,2026-02-25 21:19,1506.3 secs,CEO: Mapbox Satellite w/ Labels,,POINT(-97.77718118901069 30.634750578561068),50,,Grasses
100,14355,804477699,-97.77718118901069,30.634840409839526,jbspiritous@gmail.com,false,2026-02-25 21:19,1506.3 secs,CEO: Mapbox Satellite w/ Labels,,POINT(-97.77718118901069 30.634840409839526),50,,Trees
100,14356,804477700,-97.77718118901069,30.634930241034567,jbspiritous@gmail.com,false,2026-02-25 21:19,1506.3 secs,CEO: Mapbox Satellite w/ Labels,,POINT(-97.77718118901069 30.634930241034567),50,,Grasses
101,14401,804477701,-97.79118375641366,30.62287975727672,jbspiritous@gmail.com,false,2026-02-25 23:34,8135.2 secs,,,POINT(-97.79118375641366 30.62287975727672),40,,Trees
101,14402,804477702,-97.79118375641366,30.622969589138904,jbspiritous@gmail.com,false,2026-02-25 23:34,8135.2 secs,,,POINT(-97.79118375641366 30.622969589138904),40,,Trees
101,14403,804477703,-97.79118375641366,30.6230594209177,jbspiritous@gmail.com,false,2026-02-25 23:34,8135.2 secs,,,POINT(-97.79118375641366 30.6230594209177),40,,Barren
101,14404,804477704,-97.79118375641366,30.623149252613146,jbspiritous@gmail.com,false,2026-02-25 23:34,8135.2 secs,,,POINT(-97.79118375641366 30.623149252613146),40,,Barren
101,14405,804477705,-97.79118375641366,30.62323908422519,jbspiritous@gmail.com,false,2026-02-25 23:34,8135.2 secs,,,POINT(-97.79118375641366 30.62323908422519),40,,Barren
101,14406,804477706,-97.79118375641366,30.623328915753916,jbspiritous@gmail.com,false,2026-02-25 23:34,8135.2 secs,,,POINT(-97.79118375641366 30.623328915753916),40,,Trees
101,14407,804477707,-97.79118375641366,30.62341874719921,jbspiritous@gmail.com,false,2026-02-25 23:34,8135.2 secs,,,POINT(-97.79118375641366 30.62341874719921),40,,Barren
101,14408,804477708,-97.79118375641366,30.623508578561186,jbspiritous@gmail.com,false,2026-02-25 23:34,8135.2 secs,,,POINT(-97.79118375641366 30.623508578561186),40,,Barren
101,14409,804477709,-97.79118375641366,30.623598409839772,jbspiritous@gmail.com,false,2026-02-25 23:34,8135.2 secs,,,POINT(-97.79118375641366 30.623598409839772),40,,Trees
101,14410,804477710,-97.79118375641366,30.623688241034955,jbspiritous@gmail.com,false,2026-02-25 23:34,8135.2 secs,,,POINT(-97.79118375641366 30.623688241034955),40,,Trees
101,14411,804477711,-97.79107936609952,30.62287975727672,jbspiritous@gmail.com,false,2026-02-25 23:34,8135.2 secs,,,POINT(-97.79107936609952 30.62287975727672),40,,Barren
101,14412,804477712,-97.79107936609952,30.622969589138904,jbspiritous@gmail.com,false,2026-02-25 23:34,8135.2 secs,,,POINT(-97.79107936609952 30.622969589138904),40,,Barren
101,14413,804477713,-97.79107936609952,30.6230594209177,jbspiritous@gmail.com,false,2026-02-25 23:34,8135.2 secs,,,POINT(-97.79107936609952 30.6230594209177),40,,Barren
101,14414,804477714,-97.79107936609952,30.623149252613146,jbspiritous@gmail.com,false,2026-02-25 23:34,8135.2 secs,,,POINT(-97.79107936609952 30.623149252613146),40,,Barren
101,14415,804477715,-97.79107936609952,30.62323908422519,jbspiritous@gmail.com,false,2026-02-25 23:34,8135.2 secs,,,POINT(-97.79107936609952 30.62323908422519),40,,Barren
101,14416,804477716,-97.79107936609952,30.623328915753916,jbspiritous@gmail.com,false,2026-02-25 23:34,8135.2 secs,,,POINT(-97.79107936609952 30.623328915753916),40,,Trees
101,14417,804477717,-97.79107936609952,30.62341874719921,jbspiritous@gmail.com,false,2026-02-25 23:34,8135.2 secs,,,POINT(-97.79107936609952 30.62341874719921),40,,Barren
101,14418,804477718,-97.79107936609952,30.623508578561186,jbspiritous@gmail.com,false,2026-02-25 23:34,8135.2 secs,,,POINT(-97.79107936609952 30.623508578561186),40,,Barren
101,14419,804477719,-97.79107936609952,30.623598409839772,jbspiritous@gmail.com,false,2026-02-25 23:34,8135.2 secs,,,POINT(-97.79107936609952 30.623598409839772),40,,Barren
101,14420,804477720,-97.79107936609952,30.623688241034955,jbspiritous@gmail.com,false,2026-02-25 23:34,8135.2 secs,,,POINT(-97.79107936609952 30.623688241034955),40,,Barren
101,14421,804477721,-97.79097497578536,30.62287975727672,jbspiritous@gmail.com,false,2026-02-25 23:34,8135.2 secs,,,POINT(-97.79097497578536 30.62287975727672),40,,Barren
101,14422,804477722,-97.79097497578536,30.622969589138904,jbspiritous@gmail.com,false,2026-02-25 23:34,8135.2 secs,,,POINT(-97.79097497578536 30.622969589138904),40,,Barren
101,14423,804477723,-97.79097497578536,30.6230594209177,jbspiritous@gmail.com,false,2026-02-25 23:34,8135.2 secs,,,POINT(-97.79097497578536 30.6230594209177),40,,Barren
101,14424,804477724,-97.79097497578536,30.623149252613146,jbspiritous@gmail.com,false,2026-02-25 23:34,8135.2 secs,,,POINT(-97.79097497578536 30.623149252613146),40,,Barren
101,14425,804477725,-97.79097497578536,30.62323908422519,jbspiritous@gmail.com,false,2026-02-25 23:34,8135.2 secs,,,POINT(-97.79097497578536 30.62323908422519),40,,Barren
101,14426,804477726,-97.79097497578536,30.623328915753916,jbspiritous@gmail.com,false,2026-02-25 23:34,8135.2 secs,,,POINT(-97.79097497578536 30.623328915753916),40,,Trees
101,14427,804477727,-97.79097497578536,30.62341874719921,jbspiritous@gmail.com,false,2026-02-25 23:34,8135.2 secs,,,POINT(-97.79097497578536 30.62341874719921),40,,Barren
101,14428,804477728,-97.79097497578536,30.623508578561186,jbspiritous@gmail.com,false,2026-02-25 23:34,8135.2 secs,,,POINT(-97.79097497578536 30.623508578561186),40,,Trees
101,14429,804477729,-97.79097497578536,30.623598409839772,jbspiritous@gmail.com,false,2026-02-25 23:34,8135.2 secs,,,POINT(-97.79097497578536 30.623598409839772),40,,Barren
101,14430,804477730,-97.79097497578536,30.623688241034955,jbspiritous@gmail.com,false,2026-02-25 23:34,8135.2 secs,,,POINT(-97.79097497578536 30.623688241034955),40,,Shrubs
101,14431,804477731,-97.79087058547121,30.62287975727672,jbspiritous@gmail.com,false,2026-02-25 23:34,8135.2 secs,,,POINT(-97.79087058547121 30.62287975727672),40,,Barren
